web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1549822668-1047","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","The book could be finished in 100 pages. Average read","3 January 2019","there are some good topics to be read in the book but i think the book is overrated","3.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1549822609-973","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Nathik","Rules for Deep Work","20 June 2017","I'm a self-improvement junkie who hates self-help books. Most self-help books (if not all) masquarades poor advice and wishful thinking as a path to self-progress. Every now and then I torture myself reading self-help books to reinforce my above thoughts about self-help books. Luckily I came across this book as strong recommendation from a twitter account which I really value a lot. And I'm glad that I took the recommendation.

Deep Work is a common sense book than a self-help book. The crux of the book is that there are two kind of work we do. One is Deep work and the other is shallow work. Deep work is rare and hard. Shallow work is easy and ubiquitous.

What is Deep Work? Deep work is concentrating on a cognitively demanding work with zero distractions to produce quality work. Its demanding and helps provide valuable things to society that are hard to replicate or replace.

What Shallow work? Any work we do on auto-pilot. Replying emails , social media presence etc. These work are easy to replace and not valued much in society.

The book is dividend into two parts. Part I is about why Deep work matter and its scientific backing. Part II is how to achieve Deep work.

Part I doesn't have to try hard to convince us about the internet chipping away our ability to concentrate and contemplate. And provides all the necessary studies and research on internet and its effects on attention. Most of the critique are well ground and rational, and definitely not a luddite rant on the internet.

Part II is how to achieve Deep Work.

Discusses on what type of Deep work philosophy to choose.
Ritualising Deep work: Identify Location and time to do deep work. Adhere to rules and process to deep work. (like no internet)
4DX fundamentals: Focus unimportant things, Act on measures, Keep a scorecard, Create accountability.
Embrace Boredom:Don't take break from distraction. Instead take breaks from Focus. Schedule your internet usage. Structure your deep thinking.
Quit Social Media.
Drain the Shallows: Schedule your day in blocks in advance to focus on Deep work.

Although it follows the typical science/self-help format with familiar paragraphs like 'The Study conducted by University of X researchers on group of people in Y of the age Z in ABC environment agrees with my thesis', this is a potent work with strong common sense solutions to the ubiquitous problem of shallow work. My thoughts on self-help books remains unchanged. However I would highly recommend this book.","5.0 out of 5 stars","",""
"1549822746-1088","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Bhavesh Chauhan","Little disappointing","28 August 2018","Not a great book I would say. A simple book that just reminds you that deep work (where distractions are low) helps","2.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews"
"1549822927-1247","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Alchemist","Wonderful Read - To be read in details rather than skimming through!","21 December 2016","This is a wonderful book for people who wants to be productive amidst the distractions. Remember this book has to be read with details unlike skimming through the pages to get the best use of it. I will highly recommend this book and I've already written about this in my blog.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews"
"1549822647-1030","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Kaustubh Joshi","Deep Work by Cal Newport","2 January 2019","Deep work is an amazing book read by Cal Newport. Get a copy if you want to be more focused in the world today which is distracted, Cal explains about this skills which becoming rare and how it is appreciated and very few people has it. He teaches you how you can develop this skill.","4.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1549822835-1141","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Abhay Y.","amazing...","7 December 2018","This book is awesome....simply awesome...","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews"
"1549822997-1282","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Rutvik","Good condition.","19 November 2017","Good condition","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews"
"1549822696-1060","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Very good","30 December 2018","A book that is well written by an accomplished person stating the need for focus on what we wish to accomplish and how to do it.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews"
"1549822945-1260","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Kindle Customer","Cut the noise and catch the signal.","23 February 2018","Deep work is the need of the hour. Enhance the quality of your life by applying Cal Newport's insightful teachings.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews"
"1549822927-1244","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Arun","A game changer book","17 June 2017","This book gives you several practical insight which are very useful for deep work. Its a book you can mention as a life changing tool. A book which can bring a turning point in your life. Thank you Mr. Cal Newport. Your book bring some useful changes in my life.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews"
"1549822785-1122","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Harshit mishra","Wowww","17 October 2018","Really nice","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews"
"1549822656-1033","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Padam Jain","Changed my life","4 July 2018","Deep work is essential. It will make you feel fulfilled with your work and help you understand instant messaging doesn't need to be so instant or emails can wait. Focus on your work and dive ""deep"" into it and come out with glittering treasure of results. Be patient at start , it comes slowly....","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1549822855-1169","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Five Stars","26 June 2017","Excellent book by an excellent author.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews"
"1549822945-1259","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","A S Mann","Could be more concise","24 December 2017","Good book, but somewhat padded thus becomes boring at places. The book has revance in today's age of distraction and shallow work.","4.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews"
"1549822746-1090","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Kindle Customer","Excellent!","26 July 2018","A well researched take on our work habits.
Much needed for our current work culture.
Recommended for today's knowledge workers.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews"
"1549822738-1075","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Chandan","The book takes lot of time and pages to drive ...","17 August 2018","The book takes lot of time and pages to drive a point that focused working yields results. more than half of the book isused to drive this point","3.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews"
"1549822997-1278","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Pravin Pandurang Gutte","Confusingly purchase","14 February 2018","Poor","2.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews"
"1549822730-1065","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Great for beginners but if u have read some self-improvement ...","26 February 2018","Great for beginners but if u have read some self-improvement books before then probably you are going to find this boring/unnecessarily lengthy.","3.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews"
"1549822668-1048","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Jose Gauravselvam Kagoo","Deep Work Review","4 December 2016","Really life changing book for people who struggle to make progress because of excessive preoccupation with shallow work.Anyone who wants to achieve deeper impact in their professional and personal lives should read this.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1549822730-1068","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","indrazith shantharaj","Nice book","1 January 2019","Very nice book. It gives many concepts to manage our focus","4.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews"
"1549822896-1204","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Gaurav","Nice Read, a little drag though!","24 August 2017","The overall idea is good and most of it could be applied. The main idea was repeated a million times, I feel this could have been avoided and the overall book size could be consized and made more crisp!","3.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews"
"1549822835-1133","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","MONISH","Excellent","13 November 2018","Really good book for inspiration .I read more than 3 times.i love it","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews"
"1549822767-1097","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Narender Kumar","Good book but poor quality yellow pages","30 May 2018","Good book but poor quality yellow pages","2.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews"
"1549822647-1025","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Pragya Sharma","You won't regret buying this book","1 July 2018","Please, just buy this and read it as soon as possible. No matter what profession, what life stage you are in, it's relevant. As cliched as it sounds, this can be the cathartic, life changing insight you are waiting for. Go ahead, get it.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1549822887-1200","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Bhavin Pancholi","Good Read","15 May 2017","This is a good read, however the author focuses on how important Deep work is apart from your main job. I was expecting he would put more focus on the job which we do on a day to day basis but instead he kept talking about things you should work apart from your 9 to 6 job","4.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews"
"1549822835-1139","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Kamal Kapoor","Five Stars","28 January 2018","VeryNIceBook","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews"
"1549822767-1100","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","J S Jayapradeep","Very insightful and practical.","7 December 2018","This book can change the way you think and work and make your life more productive and menaningful","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews"
"1549822927-1252","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Good One. But felt it had same topic twisted in so many ways.","21 February 2018","Too much of reputation of the same stuff.

I got what the book is all about in beginning and it was mostly how and why again and again.","2.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews"
"1549822866-1192","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","charan","True gem for those who want to change or upgrade their life","23 October 2017","This is fantastic book. Cal Newport covered everything. The book is engaging and deep. This makes us believe in deep work in every angle possible , which is key to success. It has many case studies which makes it relatable.I suggest this book to people who thinks they are surrounded by distractions and habituated to procrastinate , it is clearly life changing.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews"
"1549822785-1119","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","K","Five Stars","4 May 2017","Great Book!","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews"
"1549822905-1227","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","HG","Shallow & Incoherent","16 March 2018","Just finished a second reading of the book looking for strategies for Deep Work and found few like last time. I guess it's the title that misled me in the beginning and continues to mislead even now. The book lacks flow and has entangled points, tips, rules, disciplines intermixed with the author's personal distracting anecdotes. I was looking for a coherent message or anything that is not plain common sense but before I knew it the book came to an end.","1.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews"
"1549822643-1016","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Suhan","Great book","1 September 2018","Got the book in excellent condition
Deep work is not just 1 hour of total focus but a lot more and you will find what after reading the book.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1549822997-1274","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","DJ","Two Stars","1 February 2018","Nothing insightful. Can be avoided.","2.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews"
"1549822858-1175","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Excellent! Must Read!","29 August 2016","One of the best books that I have read. A must read for our current generation that wallows in distractions. For its impact, consider this: I have uninstalled Instagram, logged out of Facebook (no more constant notifications), restricted internet use to a maximum of half an hour per day and started work on a long pending project.

And I believe that's just a start.

P.S: Also happens to be my first eBook. Read it on my new  Amazon Fire tablet (a gift). And to my pleasant surprise and opposed to my long-held belief; I actually enjoyed the experience!","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews"
"1549822997-1276","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","rohan","THE SECRET RULES \../","24 July 2017","PERFECT BOOK TO WORK IN TODAY'S DISASTER FULL ECONOMY","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews"
"1549822927-1249","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Siva","A Must Read","12 May 2017","The best one you will read on the topic of deep work. There is so much gems in this one that you would not drop it before finishing it. But the thing is reading it and enjoying it and consuming it, one concept at a time.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews"
"1549822636-1010","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Manoj Kumar","Must read for everyone especially Students.","7 July 2018","How not to get distracted by alluring internet & social media, how valuable is your time & hardwork, how to attain deepwork... A deep life is a life worth living.. Self help at its best","4.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1549822776-1111","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Aaditya Banerjee","Excellent.","25 December 2018","Excellent work. Must read for those who want maximum output from their work.","4.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews"
"1549822927-1248","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Pavan","Great book with wonderful ideas","25 December 2017","I am completely taken away by the way every idea was presented methodically taking into account for readers intelligence. Not a book for empty headed dreamers. Going to implement some of these ideas into my life. Must read.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews"
"1549822617-983","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Abhishek Debnath","This is a true ""self help"" literature","5 May 2018","A very novel approach to the phenomena of distraction-free and focused existing in this ever increasing super-chaotic world. Everybody could get his share of food for thought from this book and give himself a headstart to live an inspiring life. The kind of ""self help"" guidebook which really helps you to search your true self and live life accordingly.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1549822858-1182","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","sashank","Excellent must read for everyone who is committed to create ...","18 January 2016","Excellent must read for everyone who is committed to create valuable things, very concise , well researched and to point. I enjoyed all the reference examples and background provided for all tips and suggestions . Especially the daily shutdown , different deep work strategies are very useful","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews"
"1549822647-1023","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Nitin Bhandarkar","Nothing new","24 January 2019","Old win in new bottle is my take on this book. ""Deep work"" is nothing more than time management and focused work in the internet age.","3.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1549822776-1103","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","P. Prix","Great book!","5 January 2018","Great and encouraging literature. Succinct and full of practical advice to turn towards deep work. A good read, five stars.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews"
"1549822858-1176","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Nishant Kumar","For those who want to thrive in this new information age","19 September 2017","""Deep work"" as the title suggests delivers you in-depth understanding about the indispensable role focus, and distraction-free environment plays in complementing more quality work done per unit time while feeling gratified about it at the same time. Although most of us know the above case but struggled to implement it in our daily routine lives, Cal Newport deciphers that how most knowledge workers nowadays ignore that how distractions from social messaging services, social networks, e-mails, infotainment sites, and others have hindered our ability to perform deep work which is what that really matters in our professional and personal lives.

The author argued that deep work is essential for everyone who wants to move forward in their professional careers, as in this new information age only those who will thrive who have an ability to acquire new skills till mastery level in the least time possible. He reinforces the above argument by explaining how job scenario is changing with emerging computer and robots encroachment at low-level/mundane jobs through case studies, leaving us with the choice whether we want to thrive or survive. For the former case author has purposed many ways in the second part of the book like how to go about scheduling your day, how to reply/send an e-mail while reducing the in-numerous chit chat e-mails along your professional and personal life, to extract as much distracted free time for yourself, your ideas, and your work with deep work at the core of it all.

Cal has also eloquently suggested how to do deep work while working in groups/teams that exists pervasively in businesses nowadays, while at the same time convincing us how to maintain a delicate balance between group/teamwork and your own work which will help you in moving forward at an accelerated pace towards your professional goals along with a feeling of gratification.

This book unveils unambiguously how precious and important deep work has now become not just in order to thrive but to live a life with a purpose and meaning.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews"
"1549822738-1080","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","A book not so deep","27 June 2018","This book it seems Cal Newport churned out of a single  deep work session. Gives useful advice but could well have been summarised in a 100 page book.","3.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews"
"1549822643-1018","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Subroto Khan","Useful Book for everyone","27 January 2019","In present era, everybody uses smartphone for various reasons. By doing so, we distract from our main job. We should manage those adversities and improve our life. This explains in a simple way how we can fix our tech behaviour and use as much as time for our real time as well as real people.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1549822905-1226","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Abhas","George R.R. martin needs to read this one.","8 December 2018","Please George R.R Martin read this novel and publish winds of winter i cant wait anymore. Its been so long.","4.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews"
